2.000000000000000000e+01	3.897940000000000252e-43
2.025000000000000000e+01	3.495489999999999802e-43
2.050000000000000000e+01	3.130960000000000079e-43
2.075000000000000000e+01	2.814409999999999887e-43
2.100000000000000000e+01	2.531644999999999853e-43
2.125000000000000000e+01	2.281734999999999915e-43
2.150000000000000000e+01	2.055534999999999866e-43
2.175000000000000000e+01	1.855259999999999864e-43
2.200000000000000000e+01	1.677799999999999923e-43
2.225000000000000000e+01	1.517434999999999932e-43
2.250000000000000000e+01	1.375769999999999993e-43
2.275000000000000000e+01	1.248814999999999962e-43
2.300000000000000000e+01	1.138119999999999942e-43
2.325000000000000000e+01	1.040099999999999934e-43
2.350000000000000000e+01	9.527100000000000589e-44
2.375000000000000000e+01	8.736799999999999602e-44
2.400000000000000000e+01	8.041149999999999717e-44
2.425000000000000000e+01	7.419100000000000278e-44
2.450000000000000000e+01	6.860550000000000165e-44
2.475000000000000000e+01	6.358299999999999833e-44
2.500000000000000000e+01	5.908200000000000034e-44
2.525000000000000000e+01	5.500450000000000086e-44
2.550000000000000000e+01	5.123550000000000482e-44
2.575000000000000000e+01	4.781715000000000445e-44
2.600000000000000000e+01	4.473304999999999941e-44
2.625000000000000000e+01	4.185529999999999771e-44
2.650000000000000000e+01	3.922540000000000177e-44
2.675000000000000000e+01	3.685059999999999810e-44
2.700000000000000000e+01	3.468439999999999856e-44
2.725000000000000000e+01	3.269870000000000167e-44
2.750000000000000000e+01	3.089284999999999768e-44
2.775000000000000000e+01	2.924155000000000181e-44
2.800000000000000000e+01	2.771674999999999955e-44
2.825000000000000000e+01	2.628120000000000048e-44
2.850000000000000000e+01	2.494280000000000084e-44
2.875000000000000000e+01	2.371730000000000121e-44
2.900000000000000000e+01	2.260820000000000003e-44
2.925000000000000000e+01	2.153455000000000060e-44
2.950000000000000000e+01	2.053604999999999922e-44
2.975000000000000000e+01	1.965360000000000045e-44
3.000000000000000000e+01	1.880689999999999987e-44
3.025000000000000000e+01	1.801320000000000023e-44
3.050000000000000000e+01	1.727939999999999965e-44
3.075000000000000000e+01	1.660405000000000032e-44
3.100000000000000000e+01	1.593789999999999931e-44
3.125000000000000000e+01	1.531015000000000002e-44
3.150000000000000000e+01	1.472285000000000064e-44
3.175000000000000000e+01	1.416975000000000034e-44
3.200000000000000000e+01	1.365350000000000017e-44
3.225000000000000000e+01	1.316154999999999909e-44
3.250000000000000000e+01	1.268634999999999920e-44
3.275000000000000000e+01	1.223679999999999987e-44
3.300000000000000000e+01	1.182109999999999879e-44
3.325000000000000000e+01	1.143074999999999932e-44
3.350000000000000000e+01	1.105874999999999956e-44
3.375000000000000000e+01	1.070345000000000033e-44
3.400000000000000000e+01	1.036960000000000027e-44
3.425000000000000000e+01	1.007260000000000034e-44
3.450000000000000000e+01	9.840299999999999995e-45
3.475000000000000000e+01	9.709299999999999824e-45
3.500000000000000000e+01	9.888800000000000599e-45
3.525000000000000000e+01	1.068240000000000017e-44
3.550000000000000000e+01	1.311369999999999952e-44
3.575000000000000000e+01	2.160805000000000073e-44
3.600000000000000000e+01	6.314850000000000036e-44
3.625000000000000000e+01	1.108884999999999921e-42
3.650000000000000000e+01	2.786704999999999965e-43
3.675000000000000000e+01	3.830464999999999760e-44
3.700000000000000000e+01	1.607709999999999965e-44
3.725000000000000000e+01	9.982699999999999861e-45
3.750000000000000000e+01	8.044749999999999988e-45
3.775000000000000000e+01	7.043900000000000248e-45
3.800000000000000000e+01	6.547699999999999610e-45
3.825000000000000000e+01	6.235700000000000211e-45
3.850000000000000000e+01	6.002449999999999888e-45
3.875000000000000000e+01	5.815549999999999442e-45
3.900000000000000000e+01	5.646650000000000349e-45
3.925000000000000000e+01	5.480000000000000180e-45
3.950000000000000000e+01	5.334300000000000108e-45
3.975000000000000000e+01	5.191499999999999990e-45
4.000000000000000000e+01	5.055449999999999758e-45
4.025000000000000000e+01	4.920945000000000061e-45
4.050000000000000000e+01	4.791190000000000238e-45
4.075000000000000000e+01	4.664619999999999864e-45
4.100000000000000000e+01	4.542120000000000056e-45
4.125000000000000000e+01	4.421235000000000080e-45
4.150000000000000000e+01	4.306465000000000276e-45
4.175000000000000000e+01	4.198439999999999918e-45
4.200000000000000000e+01	4.091289999999999798e-45
4.225000000000000000e+01	3.988945000000000022e-45
4.250000000000000000e+01	3.885335000000000011e-45
4.275000000000000000e+01	3.786990000000000259e-45
4.300000000000000000e+01	3.691459999999999849e-45
4.325000000000000000e+01	3.598705000000000249e-45
4.350000000000000000e+01	3.510804999999999780e-45
4.375000000000000000e+01	3.425669999999999865e-45
4.400000000000000000e+01	3.343269999999999740e-45
4.425000000000000000e+01	3.263104999999999712e-45
4.450000000000000000e+01	3.185805000000000302e-45
4.475000000000000000e+01	3.110654999999999754e-45
4.500000000000000000e+01	3.036999999999999709e-45
4.525000000000000000e+01	2.965714999999999785e-45
4.550000000000000000e+01	2.897109999999999803e-45
4.575000000000000000e+01	4.048650000000000013e-45
4.600000000000000000e+01	1.134269999999999938e-44
4.625000000000000000e+01	1.574579999999999933e-44
4.650000000000000000e+01	2.192080000000000122e-44
4.675000000000000000e+01	3.153375000000000087e-44
4.700000000000000000e+01	4.630380000000000378e-44
4.725000000000000000e+01	6.955999999999999778e-44
4.750000000000000000e+01	1.074920000000000058e-43
4.775000000000000000e+01	1.700080000000000082e-43
4.800000000000000000e+01	2.784020000000000083e-43
4.825000000000000000e+01	4.760804999999999727e-43
4.850000000000000000e+01	8.450500000000000670e-43
4.875000000000000000e+01	1.571284999999999891e-42
4.900000000000000000e+01	3.159310000000000254e-42
4.925000000000000000e+01	5.979149999999999954e-42
4.950000000000000000e+01	1.285710000000000044e-41
4.975000000000000000e+01	4.454975000000000042e-41
5.000000000000000000e+01	1.921829999999999880e-39
5.025000000000000000e+01	7.892500000000000203e-41
5.050000000000000000e+01	1.672364999999999876e-41
5.075000000000000000e+01	7.057149999999999657e-42
5.100000000000000000e+01	3.590434999999999817e-42
5.125000000000000000e+01	1.752370000000000037e-42
5.150000000000000000e+01	9.110649999999999506e-43
5.175000000000000000e+01	5.048800000000000185e-43
5.200000000000000000e+01	2.918279999999999962e-43
5.225000000000000000e+01	1.749045000000000071e-43
5.250000000000000000e+01	1.083729999999999993e-43
5.275000000000000000e+01	6.861349999999999672e-44
5.300000000000000000e+01	4.452074999999999918e-44
5.325000000000000000e+01	2.933215000000000149e-44
5.350000000000000000e+01	1.987815000000000028e-44
5.375000000000000000e+01	1.348804999999999889e-44
